segment_id;speaker;text;phase
seg_0258;detective;Yeah, down in San Diego.;3
seg_0259;suspect;Okay. Um I know his dad's was a professor at San Diego State. I don't know if he still is.;3
seg_0260;detective;Mhm.;3
seg_0261;suspect;Um I don't know what happened to his sister. Don't know what happened to his brother.;3
seg_0262;detective;Um, you know, I'm sure his dad's probably retired by now. He was I think older.;3
seg_0263;detective;Um even back then, right?;3
seg_0264;suspect;Um and I I can't even tell you the last time I had any contact with any of them. It's been so long.;3
seg_0265;detective;Did he tell you what happened? Like what he heard from the detectives or the police or;3
seg_0266;detective;You know what? He may have um for some reason I'm thinking that I mean again this is like drugs or something.;3
seg_0267;suspect;I mean I think I faintly remember him mentioning something maybe about cocaine um that she was involved with that.;3
seg_0268;detective;You know, I don't know that he said she was involved or they thought she, you know, again, it's been so long.;3
seg_0269;suspect;I, you know, he could have mentioned, he could have told me the whole story of what happened.;3
seg_0270;detective;And I mean, like I said, I'm faintly remember either between him or the flyer.;3
seg_0271;suspect;Um, that there was some kind of a burglary.;3
seg_0272;detective;Um, you know, let me ask, did the detectives ever reach out to you ever?;3
seg_0273;suspect;No. No one's ever talked to me. I don't think anybody ever talked to me about about him.;3
seg_0274;detective;Um, it seems like back.;3
seg_0275;suspect;Well, I I take I'm thinking that I did talk to a detective.;3
seg_0276;detective;Um, God Well, what division was it in Van Ice?;3
seg_0277;suspect;And where was I working? Um, 1986. I would have been working Devonshire.;3
seg_0278;detective;You know, I'm thinking that I did speak to somebody.;3
seg_0279;suspect;Oh, really?;3
seg_0280;detective;I couldn't tell you who it was because it doesn't it doesn't say anything.;3
seg_0281;suspect;Probably on the phone.;3
seg_0282;detective;Okay.;3
seg_0283;suspect;Um would it have been somebody in regards to this or just;3
seg_0284;suspect;Um, yeah. I I know before I busted my leg up, I was there in '98 cuz that year sticks out because I had a really bad leg injury. Um, and I was there prior to that, but I couldn't tell you what year. It was just a few years. I made detective I think in 93 93. So, um, I was at Van Eis and then I went back and then I had a leg injury and then they transferred me to Devonshire cuz I couldn't drive. Mhm. I couldn't drive very far with the my bad leg injury. So, um, but yeah, I I I think I talked to somebody. Um, remember would you remember any of the conversation as far as what they were looking for?;3
seg_0285;suspect;"Couldn't say. I mean, they may have told me. I said, ""Hey, you know, I went to school with him. Um, I either they either somebody called me or I saw the flyer. I may have seen the flyer at that point and I called up. If if someone's name was on the flyer, I may have called to speak to them."" I said, ""Hey, if there's anything I can do, you know, um, call me. This is where I work. You know, I went to uh, you know, uh, school with them."" Um, couldn't say I couldn't tell you who it was.";3
seg_0286;detective;But you do remember that that someone you think reached out to you.;3
seg_0287;suspect; You mean a detective?;3
seg_0288;suspect;You know I I remember talking to somebody but I'm thinking it was a man. I'm sure there's probably more men back then. Um so again that's I mean that's really all I can remember about that.;3
seg_0289;detective;Yeah. Let me get back uh to as far as when you said that uh John was calling you to to see you and during that time you felt that he was was felt he was either seeing her was he engaged or married. Did did you know?;3
seg_0290;suspect; you know I don't know. Uhhuh. Um would he ever?;3
seg_0291;detective;During that time that you were seeing John, uh, you know, was he acting kind of, you know, kind of squirrely or kind of sneaking around when he'd hook up with you or anything like that?;1
seg_0292;detective;Well, let's see from what early I met him in 78. No, I I met him in school. I started UCLA in 78. Um so you know him well during that period of time.;1
seg_0293;detective;Yeah. I mean was he acting squirrely?;3
seg_0294;detective;let me ask you after he hooked up with uh if he was living on Rosco or wherever else he was living, right?;3
seg_0295;suspect; You know I don't even remember where he was living then.;3
seg_0296;detective;Well, after he hooked up with uh with Sherry, do you know uh where they were living?;3
seg_0297;suspect;No, you asked me that already. Uhhuh. And I said, well, obviously they were living in Van I division.;3
seg_0298;suspect;Yeah. Um I may have known. I mean I you know again I you know did he ever give me the address? Maybe you know I don't remember.  ;3
seg_0299;detective;"the only reason I'm asking you again is because as we've been talking, I know some stuff has come to you cuz you're like, ""Oh, see, you know, so that's why I'm asking if you ever been to the house. """;3
seg_0300;suspect;And when you said Van Ice vision, you know, I'm just I'm sure he could have told me. I mean, he could have told me. He could have told me where he lived.;3
seg_0301;detective;Um, do you ever have gone there?;3
seg_0302;suspect;"I don't think I've ever gone there. That's what I'm saying. I don't I don't want to say no, I've never gone there and then you say, ""Oh, I was at a party. "" I cuz I I I don't, you know, I don't think so.";3
seg_0303;suspect;Yeah. Um, like I said, we've got these friends. We have different We have parties. Um, my house, their house. I I just don't think John ever came to again, you know, at one point because we we knew people from school together. I knew different people. He knew different people. I knew people that he knew from his work um you know that lived in the valley.;3
seg_0304;detective;Um you know, so as far as for social events or anything, I mean it's I mean you're not sure if you ever been to the house cuz But it's safe to say that would have been the only time like for something social.;3
seg_0305;suspect;Yeah. If I went there for something social. Yeah. I mean, because I know you you went to talk to her at at the hospital uh regarding this issue with John to, you know, kind of like, hey, you know, what's going to happen here with this thing?;3
seg_0306;detective;But would this ever have followed up to her house when you went to talk to her to say, hey, you know what?;3
seg_0307;suspect;I I don't even know that I knew where they lived. I You know, that's what I'm saying. I don't If I knew where they lived and I'd been there, if it was for something social, I' I would I'm I'm And I can't see how many times I I saw her face to face.;3
seg_0308;suspect;You know, he lived on Rosco. Did I ever see her there? I don't know. I mean, I may have seen her at his apartment on Rosco. Mhm. I may have met her there, you know.;3
seg_0309;detective;I mean, but you didn't have any issues with her, right?;3
seg_0310;suspect;"No, I mean, you know, obviously if he was dating me and dating her, I probably said, ""Hey, pick."" Or something, you know, you know, back then. Um, I can't say that we ever screamed or Yeah. You know, it's I mean, he was a pretty mellow guy, you know. Um, I think I was pretty mellow. I I don't I don't think we had some big huge blow up to say you know why we stopped dating or you know and I even think that when I was dating him I was probably like I said I was probably going out with other guys and he was probably going out with other girls you know I don't know I mean would you remember if she snapped on you and just like hey man it's my man you know you get leave him alone you know blah blah blah that kind of stuff you know then would you remember an incident like that I mean cuz that would be like what Well, you know, and maybe that happened. I mean, gosh, I you know, it's been so long ago. I, you know, I just I mean, that's not ringing a bell. Mhm.";3
seg_0311;suspect;"It's like, like I said, this stuff's been so long ago. Um you know, I'm sure as soon as I walk out of here, I'll go, ""Oh, shoot. 25 things I'll remember.""";3
seg_0312;detective;Um you know, but you'll call us or I mean, you'll just come over to our desk and tell us. ;1
seg_0313;suspect;I mean, I don't know what else you need to know. Like I said, you know, we we knew friends together. A lot of the friends that, you know, that we socialized in the dorms, I would say, I mean, there was a group of us that um we were all really close. I mean, even this one guy, I was thinking of, you know, um Diana Basta. We were all really close. I haven't talked to her in a million years.;1
seg_0314;suspect;Um Diana Basta being a friend of you and John's or Yeah, we all lived on the dorms on the dorms together. I don't know if she lived on the same we I'm trying to think. I think I know John lived on our floor because his roommate was Dave Newman. Dave Newman now is a big huge big shot whatever movie producer director something I don't know.;1
seg_0315;suspect;Um and that was John's roommate. Yeah. And then the guys that lived across from me um Jim Jascal and Roy Sakaboo Sakaboo. Something like that. Um they lived across from me. Um Diana Basta. I don't know if she lived on our floor. Maybe she was the RA. Um Diane Sherman. Um cuz I still remain friends with Diane Sherman. Um not that I'm not friends with the other people. I just don't see them.;1
seg_0316;suspect;Um a girl named Smeita. Um Sally, Kathleen, you know. So we we were all on the floor. I mean, some of them were athletes, some of them weren't. You know, I said John played basketball, his brother played basketball, I played basketball at UCLA for two years.;1
seg_0317;suspect;Um, one of the girls swam on the team, one was on the crew team. So, we all did stuff together. Um, and then I'd say after we all graduated, um, we went to weddings, you know, I went to weddings.;1
seg_0318;detective;Um, uh, but Sherry wasn't part of this circle. ;3
seg_0319;suspect;No, I don't even know how he how he met her. I don't even know where I mean, I don't know where he met her from. I don't even know. He told me where he met her from. I mean, he may have told me. I, you know, that's not ringing a bell.;3
seg_0320;suspect;Um, and there was lots, I mean, you know, there's just there was other people that knew other people, um, you know, that were friends of everybody's um, you know, um, I mean, I don't know what else to tell you.;3
seg_0321;detective;Well, one of the concerns I had is looking at some of the notes is uh some of Sherry's friends said that you and her were having a problem because of the John situation.;4
seg_0322;suspect;Well, number one, I don't know who her friends are. Um cuz again, I don't I don't recall if he did tell me where he met her. I don't even know who these friends are.;4
seg_0323;suspect;a problem. Like I said, if I spoke to her, I mean, I'll go on as far as a limb and I don't even want to say I spoke to her five times because that's probably not even true. I can't even remember.;4
seg_0324;suspect;Um, again, did I meet him at her plate when he, you know, he lived on Rosco for I think quite a while, but I couldn't tell you how long he lived on Rosco. And the only reason why I remember the place now is because it's like a huge dope dope place now where they, you know, it may have been back then, but you know, maybe we'd have known back then. Um, I co;4
seg_0325;suspect;I could have, you know, you know, I don't even know that I met any of their friends. I I don't I I I can't say that. I don't know that that's a true statement.;4
seg_0326;detective;Well, that's what I'm reading is that you guys had problems with each other and words are being exchanged and it's all relating to John.;4
seg_0327;suspect;You know what? I I I I just I can't say.;4
seg_0328;detective;You can't say?;4
seg_0329;suspect;No. I That doesn't even ring a bell. I mean I mean it seemed like Yeah.;4
seg_0330;detective; You would recall something if somebody's going off on you, right?;4
seg_0331;suspect;I would think. I mean I would think I would think.;4
seg_0332;detective;Yeah. cuz it seems like your relationship with John was kind of I mean you've known each other for a lot of years.;4
seg_0333;suspect;Yeah. It was just kind of it was like but it doesn't seem to me from what you tell me I mean we were never engaged. I mean it wasn't like we were planning to get married. Um you know it was like it it was I don't know how to describe it.;4
seg_0334;detective;I mean, would you say there wasn't a lot of drama in this relationship?;4
seg_0335;suspect;Oh, no. I don't think there was drama.;4
seg_0336;detective;Okay. Yeah. I mean, that's why I'm asking as far as what the friends are saying in regards to this, you know, the problems that they're saying you were having with with Sherry. I mean, it seems like the relationship is just going on even plain.;4
seg_0337;suspect;That just I I that I don't have a recollection of that at all. No. No.;4
seg_0338;detective;And cuz from what you're telling me is when you guys met at the hospital, uh I mean you guys talked but it wasn't from what you recall confrontational think from either side.;4
seg_0339;suspect;No, I mean I'm trying to you know turn my memory back, you know, and I'm trying I can't even can't even picture the you know picture the the conversation. I mean I can't even picture the conversation.;4
seg_0340;detective;"Well, let me ask you. I mean, at the hospital, it never got to the point where people are going, ""Hey, hey, you know, go to everybody go to your own culinary type of thing.""";4
seg_0341;suspect;I don't think so. Nothing like that. I don't think so.;4
seg_0342;suspect;I mean, I really don't. I mean, if you, you know, if you say people said that, that's not ringing a bell to me at all. I mean, it's not I mean, that that's not ringing a bell.;4
seg_0343;detective;Was there ever a time when you and Sher were talking and John had to maybe like get you guys relax, you know, or anything like that?;4
seg_0344;suspect;I think so. about, you know, ever going to a house and having a dispute like that. You know, I'm just if I met her ever at his apartment, maybe I mean, we could have met I could have met at her apartment.;4
seg_0345;suspect;I'm thinking that the hospital thing that sounds familiar that I met her there. I just can't say that I've ever again, was I there with other people? I don't I I it I don't know.;4
seg_0346;suspect;Um I don't think I ever met her there or him there. Um meaning one or the other. I don't think so. I really I just I can't I don't think so.;4
seg_0347;detective;Cuz I mean I know the way my wife is at our house, she wouldn't want my own girlfriends there, you know. So, I don't know if maybe she had the same mentality towards you. If as far as you ever being there or being welcome there, you know, because it's you know what, if somebody said I was there when they were there, then that's possible, but I just I I don't recall.;4
seg_0348;suspect;I mean, I don't think so. I don't I It's not sounding familiar.;4
seg_0349;detective;Yeah. Cuz I guess basically what I'm asking is, you know, were you ever welcomed to the house? Like, you know, hey Oh, come over.;4
seg_0350;detective;Yeah, come on over. We're having a barbecue, you know, a dinner party. Christmas party or whatever.;4
seg_0351;suspect;I don't know. I'm just trying to think, you know, like I said, because there was so many of us that the two Dian's U, Jim, Jascal, Roy, um, Smeita, this gal, Smeita, another friend of ours, Beth, I she pass, it seems like everybody I know pass is passing away.;4
seg_0352;suspect;Um, she passed away. She was a child diabetic and and got very ill. Um, we would all socialize.;4
seg_0353;suspect;Um, like I said, I don't think John ever it's hard. I don't want to say he never socialized with us.;4
seg_0354;suspect;Um, you know, it it's been I I'd have to go almost go back and look at pictures because I take pictures. I mean, I usually when I have I go to functions, I have 10,000 pictures.;2
seg_0355;suspect;Okay. I'm a picture nut. Let me ask when you were seeing John, would you I take it he would pick you up in his car. you go in her, you know, your car, things of that nature when you guys would go out.;2
seg_0356;detective; do you remember what he what he drove?;2
seg_0357;suspect;Well, I know at one time he drove either a 240 or 260Z.;2
seg_0358;detective;Any other cars that stand out in your mind?;2
seg_0359;suspect;I don't know how long he drove that 240 or 260Z for.;2
seg_0360;suspect;Um, and the only reason I say that is cuz I think I may have a picture of it um with him in it.;2
seg_0361;detective;Um, what kind of car did you have back then?;3
seg_0362;suspect;"Let's see. What year? Or are you like one of those young cops that like, ""Oh, I got a paycheck and bought a new car.""";2
seg_0363;detective;No, no, no. I've only had like a few cars in my whole life.;3
seg_0364;suspect;So, what'd you have when you came on the job?;3
seg_0365;suspect;Okay. Well, my first car was a 68 Chevel.;3
seg_0366;suspect;68 Chevel. And then I had a Toyota some kind of a Toyota. Mhm. Um hatchback, but I forget what the name of it was. Um like a Corolla or Tursel or Tursel. Something like that. Tel. Yeah. And then I had my truck;3
seg_0367;detective;Do you ever have any problems with your cars? Just anything in general. Car wrecks. Anything stolen?;3
seg_0368;suspect;Yeah. No, my car has never been stolen. Oh, no. Crashed, hit and run. Um um hit I mean my tcel was hit and run. Again, I got I got pictures of the hit and runs. Um and I don't think any of my cars had ever been stolen. No, my cars haven't been stolen, broken into. Um, none of that, huh?;3
seg_0369;detective;Oh, yeah. They My cars have been broken into. Um, you know, but no cars have ever been stolen. Mhm. How long? Well, when Tell me about this uh car getting broken into.;3
seg_0370;suspect;Well, my car has been broken into several times.;3
seg_0371;detective;Oh, really? Did you ever lose anything or?;4
seg_0372;suspect;Yeah, now that you mention it, let's see. I had a gun that was stolen. Mhm. Um, I had other stuff that was stolen.;4
seg_0373;detective; Not a duty gun, was it?;4
seg_0374;suspect;No.;4
seg_0375;detective; Oh, that's good. Um, has it ever recovered?;4
seg_0376;suspect;I don't No, no, I don't think so. Not that I know of. Never been notified.;4
seg_0377;detective;Car's been broken into. Where did that happen? when your gun was taken?;4
seg_0378;suspect;Trying to remember. I'm sure you guys must know. Um cuz my car was broken into in Ventura. I think in Santa Monica. I have relatives that live in Santa Monica and Venice.;4
seg_0379;detective;Um who lives there?;4
seg_0380;suspect;My uncle. Well, I I had several uncles. Um, yeah, could have been Santa Monica. Um, Venice. My My car's been broken into in Ventura before.;4
seg_0381;detective;So, is your mom still around?;2
seg_0382;suspect;Mhm. Yeah.;2
seg_0383;detective;Your dad?;2
seg_0384;suspect;Yeah. But I don't really have much of a relationship with my dad. So, I couldn't tell you where he lives if you're if you want to know.;2
seg_0385;detective;Oh, really?;2
seg_0386;suspect;No.;2
seg_0387;detective;Yeah, I couldn't tell you. Well, like I said, as we were looking at the case and you know, we had read the notes as far as from uh Sherry's friend saying you you guys had problems or words, they got heated. You know, the reason we're asking you is they had mentioned that an incident at her house. And this is at her house during the period of time that they're married.  Work had occurred and they've also told us that an incident at her house occurred.;4
seg_0388;suspect;That's just not sounding familiar at all. I mean, I you know what I that's just not sound I again if someone says that I was at her house and I had an incident with her, you know, I that just doesn't sound I I you know, was John there? Did John say this happened?;4
seg_0389;detective;And other people were there.;4
seg_0390;suspect;I I just don't recall. I mean, it just doesn't sound, you know, familiar. ;4
seg_0391;detective;And this is an incident where you showed up. You weren't supposed to show up and things got heated at his house?;4
seg_0392;detective;Yeah. That I you know I that just doesn't sound familiar. I mean I you know it's not sounding familiar. So not at all.;4
seg_0393;suspect;Now you're saying not familiar because it's just don't you remember or it's just you know what I would have then I'd have to say I don't remember because I don't remember I that doesn't sound familiar.;4
seg_0394;detective;I I mean would you remember something like that? Well I would think but some sort of drama involving you know the other woman type of thing. Did you ever fight with her?;4
seg_0395;suspect;You mean like we fought?;4
seg_0396;detective;Yeah. Did you ever duke it out with her?;4
seg_0397;suspect;No, I don't think so. I mean you'd remember that, right? That would be pretty. Yeah, I would think so.;4
seg_0398;detective;Oh, I mean pretty specific.;4
seg_0399;suspect;Yeah, like I said, I mean obviously I you know I mean it just doesn't sound familiar. I mean I mean what are they saying? So I I I fought with her so so now I mean I I get getting the jump or the leap. Excuse me. I haven't eaten.;4
seg_0400;suspect;Um they're saying okay I fought with her so I must have killed her. I mean come on. I mean, that's you know, I don't even know who these people are. I I can't even say I met any of these people. I mean, that's it's insane.;4
seg_0401;suspect;I if it happened, I honestly don't remember it. That's all I can tell you.;4
seg_0402;detective; I mean, would it be something you would remember? I mean, because it's I don't know if any other intense incidents in your life that have occurred, I mean, you'd recall those, right?;4
seg_0403;detective;"I mean, well, like a use of force at work or car crash, something you're involved in, you'd be like, ""Yeah, I remember. """;4
seg_0404;detective;You would think I would remember. I mean, I would think if it was something that crazy.;4
seg_0405;suspect;I mean, I I can't say you say how many fights have you gotten into, you know, in your life, you know?;4
seg_0406;detective;I mean, a few at work.;4
seg_0407;suspect;Well, fights at work are kind of different cuz we've all had uses of force or whatever, but I mean, I don't even have even a lot of those. I mean, but if you're if you're actually, you know, I mean, I've played like if if Dan and I got mad at each other and we threw blows in the squad room, I mean, 20 years later, I would remember it.;4
seg_0408;suspect;I mean, I would think I would remember it, but that's that's what I'm saying. That's not sounding familiar to me at all.;4
seg_0409;detective;Let me ask you. I mean, throughout your life, you know, would you remember the number of fights you've been involved in? And I don't mean kind of like a bump or something, just a a physical fight where you everybody's hitting each other, scratching, pulling, you know, whatever.;4
seg_0410;suspect;Maybe. I mean, I can't say I've been in a lot. You know, I played sports. Yeah. you know, you get into scuffles there and um and you recall some of those, right?;4
seg_0411;suspect;I mean, just Yeah, I can recall some of them. Yeah. Games get in tabs. But like I said, this you saying this this is just not ringing a bell. I mean, but you know, I don't know what to tell you. It's It's just That's just not ringing a bell to me. It' be something I would think I would remember.;4
seg_0412;detective;I mean, I'm If you're in this, too. If you're in this other girl's house and words are exchanged, I mean, you figure you'd recall.;4
seg_0413;detective;I would think, especially if it got physical, right?;4
seg_0414;detective;Well, I would think. And it's relating to, you know, a guy that you were dating, but she's dating now, you know, and it's just like a whole love triangle type of thing. I mean, you figure you'd remember that, right?;4
seg_0415;detective;Well, I would think. So, I mean, what does she tell you?;4
seg_0416;detective;Yeah. No, because I'm I mean I'm trying to I'm looking at the notes and these people are kind of I mean they're pointing the finger at you.;4
seg_0417;suspect;Well, and I mean that's not ringing a bell to me. So, you know, I don't know. You know, it's I don't know what to tell you. I mean, that just sounds crazy to me.;4
seg_0418;detective;Yeah. So, you offh hand you don't recall ever going into her house and having words and physically, you know?;4
seg_0419;detective;No. attacking her, her attacking you.;4
seg_0420;suspect;No, nothing like that. No, I mean that's No, nothing. No, no, not at all.;4
seg_0421;detective;Okay. Well, on some of the uh on this case, you know, this is it occurred in ' 86, right? Uh detectives processed the scene, things of that nature. Uh they did fingerprints and all that stuff. You know, well, you know, the standard stuff. I mean, you been doing this longer than I have.;4
seg_0422;suspect;Uh well I don't know about that. I got 26 years on going on 26 19. So but you know as they processed everything uh they did the best they could at that time and they looked at a lot of a lot of people and different things in this case and you're right. I mean if you guys are claiming that I'm a suspect then you know I I got a problem with you know with that.;4
seg_0423;suspect;Okay. Okay. So you know if you're if you're doing this as an interrogation you're saying hey I'm a suspect. Well, now I got a problem with, you know, now you're accusing me of this. Is that what you're Is that what you're saying?;4
seg_0424;detective;We're trying to figure out what happened, Stephanie.;4
seg_0425;suspect;Well, I'm I was, you know, I'm just saying, you know, would I need to get a lawyer if you're accusing me of, you know, you don't have to I mean, you know, you're here of your own free will.;4
seg_0426;detective;I mean, well, I know, but you know, you're not you're not under arrest. You can walk out when you can leave whenever you like.;4
seg_0427;suspect;Well, you know, I I'm trying to give you some background of, you know, how I knew him and now you're telling me that some somebody's saying that we had this big old fight and I don't even know what you're talking about.;4
seg_0428;suspect;Um, you know, and I don't want to, you know, get in trouble for something that I didn't even do or you're saying I did something.;4
seg_0429;suspect;Okay, we understand. I mean, how would you guys like it if the tables were turned on you?;4
seg_0430;detective;I understand. No, that's why we're telling you. I mean, you're free to go whenever you want. If if this makes you uncomfortable and you want to now you're starting to make me uncomfortable.;4
seg_0431;detective;The thing is I mean detectives did what they could at that time on the crime scene.;4
seg_0432;suspect;Okay. And the burglary thing you're talking about that is an angle that they looked at.;4
seg_0433;detective;I go but now we're looking at everything else on the case cuz nobody was ever arrested on the case.;4
seg_0434;suspect;I I don't know that or not.;4
seg_0435;detective;Okay. Now what we'd like to do is obviously you know about all the DNA stuff and things of the nature that you know gets done on cases nowadays. You know, if we asked you for a DNA swab, would you be willing to give us one?;4
seg_0436;suspect;Maybe because now now now I'm thinking I probably need to talk to a lawyer.;4
seg_0437;detective;Okay. I mean, well, I cuz I know how this stuff works.;4
seg_0438;suspect;Okay, don't get me wrong. You're right. have been doing this a long time and and I wish I had been recording this because because now it sounds like, you know, there's, you know, you're selling these people saying I'm a fighting with her and now it sounds like you're trying to, you know, I've been doing this a long time.;4
seg_0439;detective;Yeah, we know.;4
seg_0440;suspect;Okay. And and now it almost sounds like you're trying to pin something on me now. I I got that sense.;4
seg_0441;detective;Well, what it gets to on these on these cases, and you know it as well as I do, our job is to identify and eliminate substance.;4
seg_0442;suspect;I can't believe this.;5
seg_0443;detective;So, if we ask you to the point to give us a DNA sample, a bugal swab, so we can identify or eliminate you, would you be willing to do that?;5
seg_0444;suspect;Maybe. Cuz I know this. I I I I That's where we're at, too. I mean, because right now from looking at the;5
seg_0445;detective;evidence, it's, you know, it's possible we may have some DNA at the location. That's great. And we're going to do what we can to try to put this thing together. and your name's in the book. These people are pointing at you for whatever reason. I don't know why. That's just crazy. I mean, that's just that's absolutely crazy. And it would be irresponsible on our part not to look at it.;5
seg_0446;suspect;I know. You guys have to do your job. And I guess I'm going to have to contact somebody. So, that's fair. I mean, cuz I know how this stuff works. I mean, I I I I just can't believe it.;5
seg_0447;detective;That's I mean, we we understand that. I mean, if we were in your position, I mean, we would feel the same way.;5
seg_0448;suspect;I just can't even believe it. I mean, it's just I mean, I'm shocked. I'm really shocked that somebody would blame me saying that I did this. I mean, we had a fight and so I went and killed her. I mean, come on.;5
seg_0449;detective;Well, that's okay. All right. Well, thanks for giving me the courtesy. I wish it Thanks for your time.;5
seg_0450;detective;Yeah. Thank you. All right, Stephanie. Take care.;5
seg_0451;suspect;All right. Crazy. Thank you. That is crazy. I am. This is absolutely crazy. I want to see stuff. This is insane.;5
seg_0452;detective;Okay, give me one sec.;5
seg_0453;detective;Okay, Stephanie, you know you have the right to remain silent. Do you understand?;5
seg_0454;suspect;Yes.;5
seg_0455;detective;Anything you say may be used against you in court. Do you understand?;5
seg_0456;suspect;Yes.;5
seg_0457;detective;You have the right to the presence of an attorney before and during any question. Do you understand?;5
seg_0458;suspect;Yes.;5
seg_0459;detective;If you cannot afford an attorney, one will be appointed for you free of charge before any questioning if you want. Do you understand?;5
seg_0460;suspect;Yes.;5
seg_0461;detective;You want to talk to us right now?;5
seg_0462;suspect;No.;5
seg_0463;detective;Okay. All right.;5
seg_0464;suspect;Okay. This is crazy. This is abs like I'm like in shock. I'm totally in shock.;5
